debug5V0N2E:debugOYFVPD,initialized,0,,1543937988631
debug5V0N2E:debugOYFVPD,window_resize,0,"[1024, 768]",1543937988631
debug5V0N2E:debugOYFVPD,focus,187,on,1543937988818
debug5V0N2E:debugOYFVPD,focus,297231,on,1543938286049
debug9PPJSY:debugYMEY4H,initialized,0,,1543972432927
debug9PPJSY:debugYMEY4H,window_resize,0,"[1024, 768]",1543972432927
debug9PPJSY:debugYMEY4H,focus,200,on,1543972433127
debug9PPJSY:debugYMEY4H,focus,107943,off,1543972541070
debug9PPJSY:debugYMEY4H,focus,39703,on,1543972580773
debug9PPJSY:debugYMEY4H,focus,11678,on,1543972592451
debug9PPJSY:debugYMEY4H,focus,36244,off,1543972628695
debug9PPJSY:debugYMEY4H,focus,9544,on,1543972638239
debug9PPJSY:debugYMEY4H,focus,19585,off,1543972657824
debug9PPJSY:debugYMEY4H,focus,33410,on,1543972691234
debug7PE4GP:debugX9GJII,initialized,0,,1543998439090
debug7PE4GP:debugX9GJII,window_resize,0,"[1024, 768]",1543998439090
debug7PE4GP:debugX9GJII,focus,235,on,1543998439325
debug19U4MS:debugU1KDKN,initialized,0,,1544042662556
debug19U4MS:debugU1KDKN,window_resize,0,"[1024, 768]",1544042662556
debug19U4MS:debugU1KDKN,focus,242,on,1544042662798
debug19U4MS:debugU1KDKN,focus,1456777,on,1544044119575
debug19U4MS:debugU1KDKN,focus,31104884,on,1544075224459
debug19U4MS:debugU1KDKN,focus,10936,off,1544075235395
debug19U4MS:debugU1KDKN,focus,7740,on,1544075243135
debug19U4MS:debugU1KDKN,focus,92203,on,1544075335338
debugE2CP8B:debug0CH2ZV,initialized,0,,1544077500085
debugE2CP8B:debug0CH2ZV,window_resize,0,"[1024, 768]",1544077500085
debugE2CP8B:debug0CH2ZV,focus,165,on,1544077500250
debugE2CP8B:debug0CH2ZV,focus,190533,off,1544077690783
debugE2CP8B:debug0CH2ZV,focus,60428,on,1544077751211
A35RHTBO93Y2HF:3EFVCAY5L585UKHG8K4K7D9GXU5J8B,initialized,0,,1544106743421
A35RHTBO93Y2HF:3EFVCAY5L585UKHG8K4K7D9GXU5J8B,window_resize,0,"[1244, 653]",1544106743421
A35RHTBO93Y2HF:3EFVCAY5L585UKHG8K4K7D9GXU5J8B,focus,36644,off,1544106780065
A35RHTBO93Y2HF:3EFVCAY5L585UKHG8K4K7D9GXU5J8B,focus,9462,on,1544106789527
A35RHTBO93Y2HF:3EFVCAY5L585UKHG8K4K7D9GXU5J8B,focus,9317,off,1544106798844
A35RHTBO93Y2HF:3EFVCAY5L585UKHG8K4K7D9GXU5J8B,focus,32708,on,1544106831552
A35RHTBO93Y2HF:3EFVCAY5L585UKHG8K4K7D9GXU5J8B,focus,20695,off,1544106852247
A35RHTBO93Y2HF:3EFVCAY5L585UKHG8K4K7D9GXU5J8B,focus,53168,on,1544106905415
A35RHTBO93Y2HF:3EFVCAY5L585UKHG8K4K7D9GXU5J8B,focus,299239,off,1544107204654
A35RHTBO93Y2HF:3EFVCAY5L585UKHG8K4K7D9GXU5J8B,focus,367735,on,1544107572389
debug53H06X:debugJ5OQLG,initialized,0,,1544120328928
debug53H06X:debugJ5OQLG,window_resize,0,"[1024, 768]",1544120328928
debug53H06X:debugJ5OQLG,focus,293,on,1544120329221
debug5F5KLP:debugPOIIUE,initialized,0,,1544128937475
debug5F5KLP:debugPOIIUE,window_resize,0,"[1024, 768]",1544128937475
debug5F5KLP:debugPOIIUE,focus,253,on,1544128937728
debug5F5KLP:debugPOIIUE,focus,29286,off,1544128967014
debug5F5KLP:debugPOIIUE,focus,15955,on,1544128982969
debug5F5KLP:debugPOIIUE,focus,36722,off,1544129019691
debug5F5KLP:debugPOIIUE,focus,21473,on,1544129041164
debugMT6CHI:debug8XB1S4,initialized,0,,1544129146698
debugMT6CHI:debug8XB1S4,window_resize,0,"[1024, 768]",1544129146698
debugMT6CHI:debug8XB1S4,focus,305,on,1544129147003
debugMT6CHI:debug8XB1S4,focus,83120,off,1544129230123
debugMT6CHI:debug8XB1S4,focus,77065,on,1544129307188
debug1MA1AG:debug05DZYJ,initialized,0,,1544165069036
debug1MA1AG:debug05DZYJ,window_resize,0,"[1024, 768]",1544165069036
debug1MA1AG:debug05DZYJ,focus,228,on,1544165069264
debug1MA1AG:debug05DZYJ,focus,73540,off,1544165142804
debug1MA1AG:debug05DZYJ,focus,8954,on,1544165151758
debugL0YN8S:debug98KDFJ,initialized,0,,1544801016119
debugL0YN8S:debug98KDFJ,window_resize,1,"[1024, 768]",1544801016120
debugL0YN8S:debug98KDFJ,focus,111,on,1544801016231
1:1,initialized,0,,1544979408634
1:1,window_resize,0,"[1398, 781]",1544979408634
1:1,focus,402,on,1544979409036
1:1,focus,106975,off,1544979516011
1:1,focus,90713,on,1544979606724
2:2,initialized,0,,1544980617992
2:2,window_resize,0,"[1398, 781]",1544980617992
2:2,focus,352,on,1544980618344
3:3,initialized,0,,1544983525305
3:3,window_resize,0,"[1398, 781]",1544983525305
3:3,focus,1661,on,1544983526966
3:3,focus,1181,off,1544983528147
3:3,focus,5301,on,1544983533448
4:4,initialized,0,,1544984262978
4:4,window_resize,0,"[1398, 781]",1544984262978
4:4,focus,423,on,1544984263401
ALIAS:ALIAS,initialized,0,,1544984759889
ALIAS:ALIAS,window_resize,0,"[1398, 781]",1544984759889
ALIAS:ALIAS,focus,329,on,1544984760218
huehue:huehue,initialized,0,,1544985349946
huehue:huehue,window_resize,0,"[1536, 754]",1544985349946
huehue:huehue,focus,7753,off,1544985357699
huehue:huehue,focus,18830,on,1544985376529
huehue:huehue,focus,109410,off,1544985485939
huehue:huehue,focus,13966,on,1544985499905
huehue:huehue,focus,18994,off,1544985518899
huehue:huehue,focus,8105,on,1544985527004
huehue:huehue,focus,38808,off,1544985565812
huehue:huehue,focus,18882,on,1544985584694
huehue:huehue,focus,63862,off,1544985648556
huehue:huehue,focus,10702,on,1544985659258
huehue:huehue,focus,39370,off,1544985698628
huehue:huehue,focus,1733,on,1544985700361
huehue:huehue,focus,11708,off,1544985712069
huehue:huehue,focus,3048,on,1544985715117
huehue:huehue,focus,18094,off,1544985733211
huehue:huehue,focus,3773,on,1544985736984
huehue:huehue,focus,100132,off,1544985837116
huehue:huehue,focus,2792,on,1544985839908
huehue:huehue,focus,14920,off,1544985854828
huehue:huehue,focus,3030,on,1544985857858
huehue:huehue,focus,15818,off,1544985873676
huehue:huehue,focus,2928,on,1544985876604
huehue:huehue,focus,1685,off,1544985878289
huehue:huehue,focus,9324,on,1544985887613
huehue:huehue,focus,15221,off,1544985902834
huehue:huehue,focus,11594,on,1544985914428
huehue:huehue,focus,13622,off,1544985928050
huehue:huehue,focus,2540,on,1544985930590
huehue:huehue,focus,50956,off,1544985981546
huehue:huehue,focus,2127,on,1544985983673
huehue:huehue,focus,4163,off,1544985987836
huehue:huehue,focus,10356,on,1544985998192
huehue:huehue,focus,13617,off,1544986011809
huehue:huehue,focus,3011,on,1544986014820
huehue:huehue,focus,1042,off,1544986015862
huehue:huehue,focus,1452,on,1544986017314
BLUBIRD:BLUBIRD,initialized,0,,1544986728152
BLUBIRD:BLUBIRD,window_resize,0,"[1536, 754]",1544986728152
BLUBIRD:BLUBIRD,focus,457602,off,1544987185754
BLUBIRD:BLUBIRD,focus,1881,on,1544987187635
FOR4EVER:FOR4EVER,initialized,0,,1544987324252
FOR4EVER:FOR4EVER,window_resize,0,"[1536, 754]",1544987324252
FOR4EVER:FOR4EVER,focus,2065,on,1544987326317
FOR4EVER:FOR4EVER,focus,0,on,1544987326317
FOR4EVER:FOR4EVER,focus,429455,off,1544987755772
FOR4EVER:FOR4EVER,focus,378,on,1544987756150
FOR4EVER:FOR4EVER,focus,321,off,1544987756471
FOR4EVER:FOR4EVER,focus,8133,on,1544987764604
lalala:lalala,initialized,0,,1544990623213
lalala:lalala,window_resize,0,"[1200, 698]",1544990623213
lalala:lalala,focus,133872,off,1544990757085
lalala:lalala,focus,2382,on,1544990759467
ekx888:ekx888,initialized,0,,1544991675654
ekx888:ekx888,window_resize,1,"[1398, 781]",1544991675655
ekx888:ekx888,focus,555,on,1544991676210
HELLO:HELLO,initialized,0,,1545006377338
HELLO:HELLO,window_resize,0,"[1200, 718]",1545006377338
HELLO:HELLO,focus,728777,off,1545007106115
HELLO:HELLO,focus,33628,on,1545007139743
boop:boop,initialized,0,,1545007067137
boop:boop,window_resize,0,"[1920, 939]",1545007067137
boop:boop,focus,1035,off,1545007068172
boop:boop,focus,1409,on,1545007069581
boop:boop,focus,3013,off,1545007072594
boop:boop,focus,15502,on,1545007088096
boop:boop,focus,2002,off,1545007090098
boop:boop,focus,66039,on,1545007156137
boop:boop,focus,2170,off,1545007158307
boop:boop,focus,25451,on,1545007183758
boop:boop,focus,1431,off,1545007185189
boop:boop,focus,22082,on,1545007207271
boop:boop,focus,4688,off,1545007211959
boop:boop,focus,24522,on,1545007236481
boop:boop,focus,44646,off,1545007281127
boop:boop,focus,1429,on,1545007282556
boop:boop,focus,240603,off,1545007523159
boop:boop,focus,126088,on,1545007649247
boop:boop,focus,1012,off,1545007650259
boop:boop,focus,214,on,1545007650473
boop:boop,window_resize,230,"[959, 923]",1545007650703
boop:boop,window_resize,232,"[1920, 939]",1545007650935
boop:boop,focus,9670,off,1545007660605
boop:boop,focus,89,on,1545007660694
boop:boop,focus,27,off,1545007660721
boop:boop,focus,37,on,1545007660758
boop:boop,window_resize,234,"[959, 923]",1545007660992
boop:boop,focus,162,off,1545007661154
boop:boop,focus,30,on,1545007661184
boop:boop,window_resize,221,"[1920, 939]",1545007661405
boop:boop,focus,206764,off,1545007868169
boop:boop,focus,133034,on,1545008001203
awesome:awesome,initialized,0,,1545007121834
awesome:awesome,window_resize,0,"[1916, 939]",1545007121834
awesome:awesome,focus,263878,off,1545007385712
awesome:awesome,focus,6587,on,1545007392299
ed:ed,initialized,0,,1545009776639
ed:ed,window_resize,0,"[1128, 689]",1545009776639
ed:ed,focus,113262,off,1545009889901
ed:ed,focus,159270,on,1545010049171
testing:testing,initialized,0,,1545341408511
testing:testing,window_resize,0,"[1398, 781]",1545341408511
testing:testing,focus,240,on,1545341408751
testing:testing,focus,4069,off,1545341412820
testing:testing,focus,17460,on,1545341430280
